,Benchmark,Size,Solver,Solver Version,Solver Release Year,Status,Termination Condition,Runtime (s),Memory Usage (MB),Objective Value,Max Integrality Violation,Duality Gap,Reported Runtime (s),Timeout,Hostname,Run ID,Timestamp,bench-size
0,genx-elec_trex,15-168h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,36000.0,166.576,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-64-00,20251027_140932_batch,2025-10-27 14:25:41.922556,genx-elec_trex-15-168h
1,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,237.43122511100228,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-00,20251027_140932_batch,2025-10-28 00:29:39.389499,reference-benchmark-reference
2,genx-elec_trex_co2,15-168h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,36000.0,166.484,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-64-01,20251027_140932_batch,2025-10-27 14:25:53.689339,genx-elec_trex_co2-15-168h
3,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,224.48075652999975,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-01,20251027_140932_batch,2025-10-28 00:29:38.202944,reference-benchmark-reference
4,genx-elec_trex_uc,15-24h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,36000.0,165.592,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-64-02,20251027_140932_batch,2025-10-27 14:25:23.342011,genx-elec_trex_uc-15-24h
5,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,236.3135693830045,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-02,20251027_140932_batch,2025-10-28 00:29:20.053310,reference-benchmark-reference
6,genx-elec_co2,15-168h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,36000.0,165.564,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-64-03,20251027_140932_batch,2025-10-27 14:25:39.836606,genx-elec_co2-15-168h
7,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,235.268986092,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-03,20251027_140932_batch,2025-10-28 00:29:35.144383,reference-benchmark-reference
8,tulipa-1_EU_investment_simple,28-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,12918.977990564,21838.044,10113645948.0,,,12918.977990564,36000.0,benchmark-instance-old-l-size-highs-hipo-64-04,20251027_140932_batch,2025-10-27 14:25:42.372270,tulipa-1_EU_investment_simple-28-1h
9,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,254.5798426199999,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-04,20251027_140932_batch,2025-10-27 18:05:16.629719,reference-benchmark-reference
10,temoa-US_9R_TS,9-12,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,4722.060926876,6417.596,38368452.637,,,4722.060926876,36000.0,benchmark-instance-old-l-size-highs-hipo-64-05,20251027_140932_batch,2025-10-27 14:25:51.916976,temoa-US_9R_TS-9-12
11,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,237.55104035000025,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-05,20251027_140932_batch,2025-10-27 15:48:32.232696,reference-benchmark-reference
12,temoa-US_9R_TS_NDC,9-12,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,5020.940664832,6422.536,36969259.966,,,5020.940664832,36000.0,benchmark-instance-old-l-size-highs-hipo-64-06,20251027_140932_batch,2025-10-27 14:25:43.685536,temoa-US_9R_TS_NDC-9-12
13,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,232.5599497589992,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-06,20251027_140932_batch,2025-10-27 15:53:17.890900,reference-benchmark-reference
14,temoa-US_9R_TS_NZ,9-12,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,4690.510077877,6366.548,37553963.811,,,4690.510077877,36000.0,benchmark-instance-old-l-size-highs-hipo-64-07,20251027_140932_batch,2025-10-27 14:25:27.117959,temoa-US_9R_TS_NZ-9-12
15,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,210.517562944,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-07,20251027_140932_batch,2025-10-27 15:47:08.806567,reference-benchmark-reference
16,temoa-US_9R_TS_SP,9-12,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,4217.313823896,6365.588,36719893.579,,,4217.313823896,36000.0,benchmark-instance-old-l-size-highs-hipo-64-08,20251027_140932_batch,2025-10-27 14:25:31.136070,temoa-US_9R_TS_SP-9-12
17,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,220.00786582599997,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-08,20251027_140932_batch,2025-10-27 15:39:29.191953,reference-benchmark-reference
18,TIMES-GEO-global-base,31-20ts,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,11700.764907209,19641.468,249712486.05,,,11700.764907209,36000.0,benchmark-instance-old-l-size-highs-hipo-64-09,20251027_140932_batch,2025-10-27 14:25:07.543180,TIMES-GEO-global-base-31-20ts
19,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,224.9627417289994,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-09,20251027_140932_batch,2025-10-27 17:43:53.947696,reference-benchmark-reference
20,TIMES-GEO-global-netzero,31-20ts,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,4530.794877572,15798.028,1171825295400.0,,,4530.794877572,36000.0,benchmark-instance-old-l-size-highs-hipo-64-10,20251027_140932_batch,2025-10-27 14:25:31.244312,TIMES-GEO-global-netzero-31-20ts
21,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,241.66025612800055,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-10,20251027_140932_batch,2025-10-27 15:45:04.410662,reference-benchmark-reference
22,times-etimeseu-europe-elec+heat-multi_stage,29-64ts,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,14047.718648386,21156.936,3612450.3605,,,14047.718648386,36000.0,benchmark-instance-old-l-size-highs-hipo-64-11,20251027_140932_batch,2025-10-27 14:25:34.173406,times-etimeseu-europe-elec+heat-multi_stage-29-64ts
23,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,238.21627487499973,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-11,20251027_140932_batch,2025-10-27 18:23:40.902817,reference-benchmark-reference
24,times-etimeseu-europe-elec+heat-co2-multi_stage,29-64ts,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,16708.811503879,22977.02,4066917.6208,,,16708.811503879,36000.0,benchmark-instance-old-l-size-highs-hipo-64-12,20251027_140932_batch,2025-10-27 14:25:37.688510,times-etimeseu-europe-elec+heat-co2-multi_stage-29-64ts
25,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,225.80582947899893,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-12,20251027_140932_batch,2025-10-27 19:07:53.331081,reference-benchmark-reference
26,times-ireland-noco2,40-1h,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,20932.988154247,32956.388,506414.93036,,,20932.988154247,36000.0,benchmark-instance-old-l-size-highs-hipo-64-13,20251027_140932_batch,2025-10-27 14:25:28.734202,times-ireland-noco2-40-1h
27,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,216.40818674100228,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-13,20251027_140932_batch,2025-10-27 20:17:59.072819,reference-benchmark-reference
28,times-ireland-noco2-counties,26-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,1230.3454145869998,2466.264,312194.2409,,,1230.3454145869998,36000.0,benchmark-instance-old-l-size-highs-hipo-64-14,20251027_140932_batch,2025-10-27 14:25:19.608064,times-ireland-noco2-counties-26-1h
29,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,245.70930574600013,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-64-14,20251027_140932_batch,2025-10-27 14:49:56.391268,reference-benchmark-reference
30,genx-elec_trex,15-168h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,36000.0,165.584,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-00,20251027_140932_batch,2025-10-27 14:25:11.895394,genx-elec_trex-15-168h
31,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,238.0229547619965,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-00,20251027_140932_batch,2025-10-28 00:29:09.968027,reference-benchmark-reference
32,genx-elec_trex_co2,15-168h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,36000.0,166.068,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-01,20251027_140932_batch,2025-10-27 14:25:07.347271,genx-elec_trex_co2-15-168h
33,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,229.0563271869978,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-01,20251027_140932_batch,2025-10-28 00:28:56.459119,reference-benchmark-reference
34,genx-elec_trex_uc,15-24h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,36000.0,166.776,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-02,20251027_140932_batch,2025-10-27 14:25:29.248070,genx-elec_trex_uc-15-24h
35,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,226.6028768019969,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-02,20251027_140932_batch,2025-10-28 00:29:16.251905,reference-benchmark-reference
36,genx-elec_co2,15-168h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,36000.0,165.624,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-03,20251027_140932_batch,2025-10-27 14:25:12.853518,genx-elec_co2-15-168h
37,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,242.69141673099512,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-03,20251027_140932_batch,2025-10-28 00:29:15.592783,reference-benchmark-reference
38,tulipa-1_EU_investment_simple,28-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,12022.797551584,21921.64,10113645948.0,,,12022.797551584,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-04,20251027_140932_batch,2025-10-27 14:25:26.153484,tulipa-1_EU_investment_simple-28-1h
39,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,221.0217809860005,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-04,20251027_140932_batch,2025-10-27 17:49:30.833455,reference-benchmark-reference
40,temoa-US_9R_TS,9-12,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,3618.513566965,4572.58,38368452.619,,,3618.513566965,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-05,20251027_140932_batch,2025-10-27 14:25:12.681139,temoa-US_9R_TS-9-12
41,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,246.20894069399947,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-05,20251027_140932_batch,2025-10-27 15:29:38.115609,reference-benchmark-reference
42,temoa-US_9R_TS_NDC,9-12,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,4084.386739515,4617.496,36969259.943,,,4084.386739515,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-06,20251027_140932_batch,2025-10-27 14:26:03.007735,temoa-US_9R_TS_NDC-9-12
43,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,226.1323791609993,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-06,20251027_140932_batch,2025-10-27 15:37:54.230652,reference-benchmark-reference
44,temoa-US_9R_TS_NZ,9-12,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,4397.62029298,4612.272,37553963.752,,,4397.62029298,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-07,20251027_140932_batch,2025-10-27 14:25:34.999585,temoa-US_9R_TS_NZ-9-12
45,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,248.83481235,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-07,20251027_140932_batch,2025-10-27 15:43:02.172201,reference-benchmark-reference
46,temoa-US_9R_TS_SP,9-12,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,3711.119687194,4604.196,36719893.571,,,3711.119687194,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-08,20251027_140932_batch,2025-10-27 14:26:08.421351,temoa-US_9R_TS_SP-9-12
47,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,229.4017341079998,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-08,20251027_140932_batch,2025-10-27 15:31:50.073221,reference-benchmark-reference
48,TIMES-GEO-global-base,31-20ts,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,36000.0,165.988,,,,36000.0,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-09,20251027_140932_batch,2025-10-27 14:25:26.599532,TIMES-GEO-global-base-31-20ts
49,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,233.9372650219957,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-09,20251027_140932_batch,2025-10-28 00:29:20.992134,reference-benchmark-reference
50,TIMES-GEO-global-netzero,31-20ts,highs-hipo-ipm,1.12.0-hipo,2025.0,warning,Unknown,10613.410716127,8032.364,5686649449600.0,,,10613.410716127,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-10,20251027_140932_batch,2025-10-27 14:25:07.665612,TIMES-GEO-global-netzero-31-20ts
51,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,245.34120398999949,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-10,20251027_140932_batch,2025-10-27 17:26:07.465157,reference-benchmark-reference
52,times-etimeseu-europe-elec+heat-multi_stage,29-64ts,highs-hipo-ipm,1.12.0-hipo,2025.0,warning,Unknown,4241.763042543,3193.696,3612450.3572,,,4241.763042543,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-11,20251027_140932_batch,2025-10-27 14:25:11.772256,times-etimeseu-europe-elec+heat-multi_stage-29-64ts
53,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,244.1823803280004,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-11,20251027_140932_batch,2025-10-27 15:39:58.428448,reference-benchmark-reference
54,times-etimeseu-europe-elec+heat-co2-multi_stage,29-64ts,highs-hipo-ipm,1.12.0-hipo,2025.0,warning,Unknown,6054.937037471,3251.06,4066917.6139,,,6054.937037471,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-12,20251027_140932_batch,2025-10-27 14:25:36.082089,times-etimeseu-europe-elec+heat-co2-multi_stage-29-64ts
55,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,229.5067750790004,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-12,20251027_140932_batch,2025-10-27 16:10:21.682128,reference-benchmark-reference
56,times-ireland-noco2,40-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,warning,Unknown,4687.536406496,5518.604,62962882010.0,,,4687.536406496,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-13,20251027_140932_batch,2025-10-27 14:25:11.443553,times-ireland-noco2-40-1h
57,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,232.6252794470001,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-13,20251027_140932_batch,2025-10-27 15:47:12.333310,reference-benchmark-reference
58,times-ireland-noco2-counties,26-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,warning,Unknown,222.496461576,1359.144,51996824042000.0,,,222.496461576,36000.0,benchmark-instance-old-l-size-highs-hipo-ipm-14,20251027_140932_batch,2025-10-27 14:25:12.849644,times-ireland-noco2-counties-26-1h
59,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,239.166845286,,2813303766.2,,,,,benchmark-instance-old-l-size-highs-hipo-ipm-14,20251027_140932_batch,2025-10-27 14:32:55.610873,reference-benchmark-reference
60,pypsa-power+ely-mod,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,5.415436760000034,257.768,31715824201.0,,,5.415436760000034,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:19:25.140289,pypsa-power+ely-mod-1-1h
61,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,185.903210074,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:22:37.050344,reference-benchmark-reference
62,pypsa-power+ely-mod,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,5.463051309000036,259.264,31715824201.0,,,5.463051309000036,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:22:37.050490,pypsa-power+ely-mod-1-1h
63,DCOPF-Carolinas_1W,1-997,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,10.911977087999958,283.372,8319911.8718,,,10.911977087999958,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:22:43.098523,DCOPF-Carolinas_1W-1-997
64,DCOPF-Carolinas_1W,1-997,highs-hipo-64,1.12.0-hipo,2025.0,warning,Unknown,20.214273798999955,348.216,8320357.0011,,,20.214273798999955,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:22:54.575943,DCOPF-Carolinas_1W-1-997
65,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day332,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,25.74537214199995,175.92,238867.47731,,,25.74537214199995,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:23:15.358645,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day332-1-1h
66,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day332,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,25.645406563999927,175.82,238867.47731,,,25.645406563999927,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:23:41.682053,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon12_Day332-1-1h
67,pypsa-power+ely+battery-mod,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,37.26749855599997,374.208,31715824201.0,,,37.26749855599997,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:24:07.892521,pypsa-power+ely+battery-mod-1-1h
68,pypsa-power+ely+battery-mod,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,37.20460851799999,381.424,31715824201.0,,,37.20460851799999,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:24:45.724971,pypsa-power+ely+battery-mod-1-1h
69,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day314,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,130.11446481300004,394.14,250269.69995,,,130.11446481300004,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:25:23.495558,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day314-1-1h
70,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day314,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,130.82666881600005,392.644,250269.69995,,,130.82666881600005,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:27:34.172948,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon12_Day314-1-1h
71,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day314,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,165.03722508499993,226.328,289544.03268,,,165.03722508499993,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:29:45.567327,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day314-1-1h
72,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day314,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,163.98972500299988,235.164,289544.03268,,,163.98972500299988,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:32:31.174460,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon12_Day314-1-1h
73,genx-1_three_zones-no_uc,3-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,47.3764000189999,166.732,17459.930614,,,47.3764000189999,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:35:15.736644,genx-1_three_zones-no_uc-3-1h
74,genx-1_three_zones-no_uc,3-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,25.770213114999933,296.576,17459.930593,,,25.770213114999933,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:36:03.687967,genx-1_three_zones-no_uc-3-1h
75,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon24_Day29,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,373.3757307120002,423.312,1044605.3587,,,373.3757307120002,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:36:30.021592,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon24_Day29-1-1h
76,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon24_Day29,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,373.5079445040001,415.344,1044605.3587,,,373.5079445040001,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:42:43.954517,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon24_Day29-1-1h
77,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day29,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,701.9544548460001,708.048,784744.63214,,,701.9544548460001,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 14:48:58.034516,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day29-1-1h
78,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day29,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,701.9566537160003,690.276,784744.63214,,,701.9566537160003,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 15:00:40.556644,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day29-1-1h
79,pypsa-eur-elec-op-ucconv,2-3h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,2908.9271107010004,3753.452,10765442600.0,,,2908.9271107010004,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 15:12:23.089458,pypsa-eur-elec-op-ucconv-2-3h
80,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.108206334,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 16:03:58.703172,reference-benchmark-reference
81,pypsa-eur-elec-op-ucconv,2-3h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,2928.240950562,3752.3,10765442600.0,,,2928.240950562,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 16:03:58.703307,pypsa-eur-elec-op-ucconv-2-3h
82,genx-4_three_zones_w_policies_slack,3-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.224,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 16:52:47.594558,genx-4_three_zones_w_policies_slack-3-1h
83,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.81252245999892,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 17:55:54.429468,reference-benchmark-reference
84,genx-4_three_zones_w_policies_slack,3-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.58,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 17:55:54.429599,genx-4_three_zones_w_policies_slack-3-1h
85,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.3884939109994,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 18:59:00.849410,reference-benchmark-reference
86,DCOPF-Carolinas_uc_6M,1-997,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.644,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 18:59:00.849558,DCOPF-Carolinas_uc_6M-1-997
87,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.4226153790005,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 20:02:07.304230,reference-benchmark-reference
88,DCOPF-Carolinas_uc_6M,1-997,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,163.364,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 20:02:07.304393,DCOPF-Carolinas_uc_6M-1-997
89,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.71890280300067,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 21:05:14.052393,reference-benchmark-reference
90,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon24_Day332,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.62,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 21:05:14.052530,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon24_Day332-1-1h
91,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,185.56593223500025,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 22:08:19.654825,reference-benchmark-reference
92,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon24_Day332,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.584,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 22:08:19.654957,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon24_Day332-1-1h
93,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.3100399959985,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 23:11:25.994877,reference-benchmark-reference
94,genx-1_three_zones,3-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.68,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-27 23:11:25.995020,genx-1_three_zones-3-1h
95,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.55122058500277,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-28 00:14:32.575481,reference-benchmark-reference
96,genx-1_three_zones,3-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.728,,,,3600.0,3600.0,benchmark-instance-standard-00,20251027_141109_batch,2025-10-28 00:14:32.575612,genx-1_three_zones-3-1h
97,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,187.199926274996,,2813303766.2,,,,,benchmark-instance-standard-00,20251027_141109_batch,2025-10-28 01:17:39.804663,reference-benchmark-reference
